label_SALLY,text,line,start_pos,end_pos,file
U,UNITED STATES NUCLEAR REGULATORY COMMISSION REGION II,0,0,53,ML12027A131.txt
U,"245 PEACHTREE CENTER AVENUE NE, SUITE 1200 ATLANTA, GEORGIA 30303-1257",1,0,70,ML12027A131.txt
U,"January 27, 2012 Mr. Tom E. Tynan Vice President Southern Nuclear Operating Company, Inc. Vogtle Electric Generating Plant 7821 River Road Waynesboro, GA 30830 SUBJECT: Dear Mr. Tynan: On December 31, 2011, the U.S. Nuclear Regulatory Commission (NRC) completed an inspection at your Vogtle Electric Generating Plant, Units 1 and 2.",3,0,332,ML12027A131.txt
U,"The enclosed integrated inspection report documents the inspection results, which were discussed on January 24, 2012, with Mr. Steve Swanson and other members of your staff.",3,332,505,ML12027A131.txt
U,The inspection examined activities conducted under your license as they relate to safety and compliance with the Commission's rules and regulations and with the conditions of your license.,3,505,693,ML12027A131.txt
U,"The inspectors reviewed selected procedures and records, observed activities, and interviewed personnel.",3,693,797,ML12027A131.txt
U,One NRC identified finding and one self-revealing finding of very low safety significance (Green) were identified during this inspection.,3,797,934,ML12027A131.txt
U,These findings were determined to involve a violation of NRC requirements.,3,934,1008,ML12027A131.txt
U,"Further, one licensee-identified violation, which was determined to be of very low safety significance, is listed in this report.",3,1008,1137,ML12027A131.txt
U,The NRC is treating these violations as non-cited violations consistent with Section 2.3.2 of the Enforcement Policy.,3,1137,1254,ML12027A131.txt
U,"If you contest these non-cited violations, you should provide a response within 30 days of the date of this inspection report, with the basis for your denial, to the Nuclear Regulatory Commission, ATTN: Document Control Desk, Washington DC 20555-0001; with copies to the Regional Administrator, Region II; the Director, Office of Enforcement, United States Nuclear Regulatory Commission, Washington, DC 20555-0001; and the NRC Resident Inspector at the Vogtle Electric Generating Plant.",3,1254,1740,ML12027A131.txt
U,"If you disagree with the cross-cutting aspect assigned in this report, you should provide a response within 30 days of the date of this inspection report, with the basis for your disagreement, to the Regional Administrator, Region II; and the NRC Resident Inspector at the Vogtle Electric Generating Plant.",3,1740,2046,ML12027A131.txt
U,The information you provide will be considered in accordance with Inspection Manual Chapter 0305.,3,2046,2143,ML12027A131.txt
U,VOGTLE ELECTRIC GENERATING PLANT - NRC INTEGRATED INSPECTION REPORT 05000424/2011005 AND 05000425/2011005,3,2143,2248,ML12027A131.txt
U,SNC,5,0,4,ML12027A131.txt
U,2,7,0,1,ML12027A131.txt
U,"In accordance with the 10 CFR 2.390 of the NRC's ""Rules of Practice,"" a copy of this letter, its enclosures, and your response will be available electronically for public inspection in the NRC Public Document Room or from the Publicly Available Records (PARS) component of the NRC's Agencywide Document Access and Management System (ADAMS).",9,0,340,ML12027A131.txt
U,ADAMS is accessible from the NRC Web site at http://www.nrc.gov/reading-rm/adams.html (the Public Electronic Reading Room).,9,340,463,ML12027A131.txt
U,"Sincerely, /RA/ James A. Hickey, Chief Reactor Projects Branch 2 Division of Reactor Projects Docket Nos.",9,463,568,ML12027A131.txt
U,": 05000424, 05000425 License Nos.",9,568,601,ML12027A131.txt
U,: NPF-68 and NPF-81 Enclosure: Inspection Report 05000424/2011005 and 05000425/2011005 w/Attachment: Supplemental Information cc w/encl: (See next page),9,601,753,ML12027A131.txt
U,SNC,11,0,4,ML12027A131.txt
U,2,13,0,1,ML12027A131.txt
U,"In accordance with the 10 CFR 2.390 of the NRC's ""Rules of Practice,"" a copy of this letter, its enclosures, and your response (if any) will be available electronically for public inspection in the NRC Public Document Room or from the Publicly Available Records (PARS) component of the NRC's Agencywide Document Access and Management System (ADAMS).",15,0,349,ML12027A131.txt
U,ADAMS is accessible from the NRC Web site at http://www.nrc.gov/reading-rm/adams.html (the Public Electronic Reading Room).,15,349,472,ML12027A131.txt
U,"Sincerely, /RA/ James A. Hickey, Chief Reactor Projects Branch 2 Division of Reactor Projects Docket Nos.",15,472,577,ML12027A131.txt
U,": 05000424, 05000425 License Nos.",15,577,610,ML12027A131.txt
U,: NPF-68 and NPF-81 Enclosure: Inspection Report 05000424/2011005 and 05000425/2011005 w/Attachment: Supplemental Information,15,610,735,ML12027A131.txt
U,cc w/encl: (See next page),17,0,26,ML12027A131.txt
U,X PUBLICLY AVAILABLE ADAMS: X Yes OFFICE SIGNATURE NAME DATE E-MAIL COPY?,19,0,73,ML12027A131.txt
U,OFFICE SIGNATURE NAME DATE E-MAIL COPY?,19,73,112,ML12027A131.txt
U,G NON-PUBLICLY AVAILABLE,21,0,24,ML12027A131.txt
U,G SENSITIVE,23,0,11,ML12027A131.txt
U,X NON-SENSITIVE,25,0,15,ML12027A131.txt
U,ACCESSION NUMBER:__ ML12027A131 __________ RII:DRP /RA/ TLighty 1/27/2012 YES RII:DRP /RA/ JHickey 1/28/2012 YES NO YES NO YES NO YES NO RII:DRP /RA By E-mail/ MCain 1/26/2012 YES NO RII:DRS /RA By E-mail/ TChandler 1/26/2012 YES NO,27,0,232,ML12027A131.txt
U,G SUNSI REVIEW COMPLETE G FORM 665 ATTACHED RII:DRS /RA By E-mail/ BCaballero 1/26/2012 YES NO RII:DRs /RA By E-mail/ MBates 1/26/2012 YES NO RII:DRs /RA By E-mail/ RBaldein 1/26/2012 YES NO RII:DRS /RA By E-mail/ FEhrhardt 1/26/2012 YES NO,29,0,240,ML12027A131.txt
U,NO,31,0,2,ML12027A131.txt
U,YES,33,0,3,ML12027A131.txt
U,NO,35,0,2,ML12027A131.txt
U,YES,37,0,3,ML12027A131.txt
U,NO,39,0,2,ML12027A131.txt
U,YES,41,0,3,ML12027A131.txt
U,NO,43,0,2,ML12027A131.txt
U,OFFICIAL RECORD COPY,45,0,20,ML12027A131.txt
U,DOCUMENT NAME: G:\DRPII\RPB2\VOGTLE\REPORTS\2011-05\DRAFT IIR 2011-005.DOCX,47,0,75,ML12027A131.txt
U,3 cc w/encl: Division of Radiological Health TN Dept.,49,0,54,ML12027A131.txt
U,"of Environment & Conservation 401 Church Street Nashville, TN 37243-1532 B. D. McKinney, Jr. Regulatory Response Manager Southern Nuclear Operating Company, Inc. Electronic Mail Distribution Mark T. Hickox.",49,54,260,ML12027A131.txt
